Result Date,Result Time,GHBubbler(ft),GHProbe(ft),WaterTemp(C),RainInterval(in),RainDayPST(in),RainWY(in),Battery,Streamflow(cfs)
01/05/2023,10:45:00 AM,1.695,1.695,10.9,0.066,0.519,12.655,12.81,133.3
01/05/2023,11:00:00 AM,1.776,1.774,11,0.018,0.538,12.674,12.83,152.6
01/05/2023,11:15:00 AM,1.818,1.814,11,0.037,0.576,12.711,12.83,163.1
01/05/2023,11:30:00 AM,1.822,1.814,11,0.047,0.623,12.759,12.83,163.1
01/05/2023,11:45:00 AM,1.845,1.721,11,0.028,0.651,12.787,12.7,139.5
01/05/2023,12:00:00 PM,1.884,1.765,11,0.018,0.67,12.806,12.84,150.4
01/05/2023,12:15:00 PM,1.961,1.845,11,0.037,0.708,12.843,12.85,171.5
01/05/2023,12:30:00 PM,2.053,1.937,11,0.009,0.717,12.853,12.89,198.1
01/05/2023,12:45:00 PM,2.117,2.001,11,0.009,0.727,12.862,12.91,218.2
01/05/2023,1:00:00 PM,2.237,2.126,11,0.009,0.736,12.872,12.94,261.2
01/05/2023,1:15:00 PM,2.447,2.335,11,0,0.736,12.872,12.94,344.9
01/05/2023,1:30:00 PM,2.655,2.539,11,0.009,0.746,12.881,12.98,429.5
01/05/2023,1:45:00 PM,2.814,2.693,11,0.009,0.755,12.891,12.92,499.7
01/05/2023,2:00:00 PM,3.112,2.984,11,0,0.755,12.891,13.12,650.4
01/05/2023,2:15:00 PM,3.298,3.181,11,0,0.755,12.891,13.07,766.5
01/05/2023,2:30:00 PM,3.483,3.355,11,0,0.755,12.891,13.17,878.9
01/05/2023,2:45:00 PM,3.564,3.436,11,0,0.755,12.891,13.12,934.4
01/05/2023,3:00:00 PM,3.566,3.452,11,0,0.755,12.891,13.05,945.7
01/05/2023,3:15:00 PM,3.478,3.366,11,0,0.755,12.891,13.05,886.3
01/05/2023,3:30:00 PM,3.333,3.231,11,0,0.755,12.891,12.99,797.8
01/05/2023,3:45:00 PM,3.195,3.069,11,0,0.755,12.891,13.05,699.1
01/05/2023,4:00:00 PM,3.054,2.936,11.1,0,0.755,12.891,12.98,623.9
01/05/2023,4:15:00 PM,2.916,2.818,11.1,0,0.755,12.891,12.91,561.5
01/05/2023,4:30:00 PM,2.833,2.704,11.1,0,0.755,12.891,12.9,505
01/05/2023,4:45:00 PM,2.74,2.636,11.1,0,0.755,12.891,12.84,473
01/05/2023,5:00:00 PM,2.664,2.538,11.1,0,0.755,12.891,12.84,429.1
01/05/2023,5:15:00 PM,2.586,2.467,11.1,0,0.755,12.891,12.87,398.9
01/05/2023,5:30:00 PM,2.523,2.415,11.1,0,0.755,12.891,12.79,377.7
01/05/2023,5:45:00 PM,2.466,2.352,11.1,0,0.755,12.891,12.79,352.4
01/05/2023,6:00:00 PM,2.41,2.293,11.1,0,0.755,12.891,12.78,326.8
01/05/2023,6:15:00 PM,2.357,2.242,11.1,0,0.755,12.891,12.79,305.7
01/05/2023,6:30:00 PM,2.316,2.198,11.1,0,0.755,12.891,12.73,288.3
01/05/2023,6:45:00 PM,2.267,2.154,11.1,0,0.755,12.891,12.73,271.5
01/05/2023,7:00:00 PM,2.219,2.103,11.1,0,0.755,12.891,12.75,252.9
01/05/2023,7:15:00 PM,2.177,2.069,11.1,0,0.755,12.891,12.74,240.9
01/05/2023,7:30:00 PM,2.134,2.021,11.1,0,0.755,12.891,12.79,224.7
01/05/2023,7:45:00 PM,2.106,1.993,11,0,0.755,12.891,12.79,215.6
01/05/2023,8:00:00 PM,2.06,1.946,11,0,0.755,12.891,12.72,200.9
01/05/2023,8:15:00 PM,2.03,1.909,11,0,0.755,12.891,12.73,189.7
01/05/2023,8:30:00 PM,2.004,1.881,11,0,0.755,12.891,12.71,181.6
01/05/2023,8:45:00 PM,1.977,1.848,10.9,0,0.755,12.891,12.71,172.3
01/05/2023,9:00:00 PM,1.954,1.838,10.9,0,0.755,12.891,12.74,169.6
01/05/2023,9:15:00 PM,1.94,1.822,10.9,0,0.755,12.891,12.71,165.2
01/05/2023,9:30:00 PM,1.938,1.819,10.8,0,0.755,12.891,12.71,164.4
01/05/2023,9:45:00 PM,1.938,1.824,10.8,0,0.755,12.891,12.74,165.8
01/05/2023,10:00:00 PM,1.961,1.838,10.7,0,0.755,12.891,12.71,169.6
01/05/2023,10:15:00 PM,1.972,1.859,10.7,0,0.755,12.891,12.71,175.4
01/05/2023,10:30:00 PM,1.974,1.859,10.6,0,0.755,12.891,12.7,175.4
01/05/2023,10:45:00 PM,1.961,1.85,10.6,0,0.755,12.891,12.78,172.9
01/05/2023,11:00:00 PM,1.947,1.828,10.5,0,0.755,12.891,12.73,166.8
01/05/2023,11:15:00 PM,1.924,1.796,10.5,0,0.755,12.891,12.71,158.3
01/05/2023,11:30:00 PM,1.896,1.784,10.4,0,0.755,12.891,12.71,155.2
01/05/2023,11:45:00 PM,1.873,1.756,10.4,0,0.755,12.891,12.73,148.1
01/06/2023,12:00:00 AM,1.841,1.722,10.3,0,0.755,12.891,12.76,139.7
01/06/2023,12:15:00 AM,1.813,1.694,10.3,0,0,12.891,12.71,133.1
01/06/2023,12:30:00 AM,1.788,1.664,10.2,0,0,12.891,12.7,126.2
01/06/2023,12:45:00 AM,1.76,1.639,10.2,0,0,12.891,12.74,120.7
01/06/2023,1:00:00 AM,1.739,1.617,10.1,0,0,12.891,12.69,116
01/06/2023,1:15:00 AM,1.714,1.601,10.1,0,0,12.891,12.77,112.6
01/06/2023,1:30:00 AM,1.693,1.577,10,0,0,12.891,12.73,107.6
01/06/2023,1:45:00 AM,1.675,1.553,10,0,0,12.891,12.7,102.9
01/06/2023,2:00:00 AM,1.656,1.538,10,0,0,12.891,12.7,99.9
01/06/2023,2:15:00 AM,1.64,1.52,10,0,0,12.891,12.71,96.5
01/06/2023,2:30:00 AM,1.622,1.507,9.9,0,0,12.891,12.7,94.1
01/06/2023,2:45:00 AM,1.608,1.484,9.9,0,0,12.891,12.73,89.9
01/06/2023,3:00:00 AM,1.594,1.474,9.9,0,0,12.891,12.69,88.1
01/06/2023,3:15:00 AM,1.575,1.456,9.9,0,0,12.891,12.69,84.9
01/06/2023,3:30:00 AM,1.564,1.44,9.8,0,0,12.891,12.69,82.2
01/06/2023,3:45:00 AM,1.543,1.428,9.8,0,0,12.891,12.78,80.2
01/06/2023,4:00:00 AM,1.534,1.413,9.8,0,0,12.891,12.74,77.7
01/06/2023,4:15:00 AM,1.525,1.405,9.8,0,0,12.891,12.7,76.4
01/06/2023,4:30:00 AM,1.513,1.39,9.8,0,0,12.891,12.77,74
01/06/2023,4:45:00 AM,1.502,1.382,9.8,0,0,12.891,12.73,72.8
01/06/2023,5:00:00 AM,1.488,1.369,9.7,0,0,12.891,12.72,70.8
01/06/2023,5:15:00 AM,1.476,1.359,9.7,0,0,12.891,12.69,69.2
01/06/2023,5:30:00 AM,1.469,1.349,9.7,0,0,12.891,12.7,67.7
01/06/2023,5:45:00 AM,1.451,1.331,9.7,0,0,12.891,12.7,65.1
01/06/2023,6:00:00 AM,1.444,1.323,9.7,0,0,12.891,12.72,63.9
01/06/2023,6:15:00 AM,1.439,1.318,9.7,0,0,12.891,12.69,63.2
01/06/2023,6:30:00 AM,1.428,1.308,9.7,0,0,12.891,12.72,61.8
01/06/2023,6:45:00 AM,1.419,1.299,9.6,0,0,12.891,12.7,60.5
01/06/2023,7:00:00 AM,1.409,1.288,9.6,0,0,12.891,12.69,59
01/06/2023,7:15:00 AM,1.402,1.28,9.6,0,0,12.891,12.69,58
01/06/2023,7:30:00 AM,1.395,1.276,9.6,0,0,12.891,12.7,57.4
01/06/2023,7:45:00 AM,1.389,1.268,9.6,0,0,12.891,12.71,56.4
01/06/2023,8:00:00 AM,1.377,1.261,9.6,0,0,12.891,12.73,55.4
01/06/2023,8:15:00 AM,1.372,1.253,9.6,0,0,12.891,12.69,54.4
01/06/2023,8:30:00 AM,1.365,1.248,9.6,0,0,12.891,12.8,53.8
01/06/2023,8:45:00 AM,1.359,1.235,9.6,0,0,12.891,12.99,52.1
01/06/2023,9:00:00 AM,1.352,1.231,9.7,0,0,12.891,13.06,51.6
01/06/2023,9:15:00 AM,1.345,1.226,9.7,0,0,12.891,13.35,51
01/06/2023,9:30:00 AM,1.34,1.218,9.7,0,0,12.891,13.53,50
01/06/2023,9:45:00 AM,1.333,1.213,9.8,0,0,12.891,13.42,49.4
01/06/2023,10:00:00 AM,1.326,1.207,9.8,0,0,12.891,13.67,48.7
01/06/2023,10:15:00 AM,1.319,1.201,9.8,0,0,12.891,13.71,48
01/06/2023,10:30:00 AM,1.312,1.192,9.9,0,0,12.891,13.78,46.9
01/06/2023,10:45:00 AM,1.31,1.187,9.9,0,0,12.891,13.85,46.3
01/06/2023,11:00:00 AM,1.303,1.183,9.9,0,0,12.891,13.68,45.9
01/06/2023,11:15:00 AM,1.296,1.178,10,0,0,12.891,13.82,45.3
01/06/2023,11:30:00 AM,1.292,1.174,10,0,0,12.891,13.89,44.8
01/06/2023,11:45:00 AM,1.285,1.166,10.1,0,0,12.891,13.76,43.9
01/06/2023,12:00:00 PM,1.278,1.161,10.1,0,0,12.891,13.77,43.4
01/06/2023,12:15:00 PM,1.276,1.157,10.2,0,0,12.891,13.8,42.9
01/06/2023,12:30:00 PM,1.269,1.15,10.2,0,0,12.891,13.64,42.2
01/06/2023,12:45:00 PM,1.264,1.146,10.3,0,0,12.891,13.69,41.7
01/06/2023,1:00:00 PM,1.262,1.144,10.3,0,0,12.891,13.56,41.5
01/06/2023,1:15:00 PM,1.255,1.136,10.4,0,0,12.891,13.48,40.7
01/06/2023,1:30:00 PM,1.25,1.133,10.4,0,0,12.891,13.43,40.4
01/06/2023,1:45:00 PM,1.246,1.126,10.4,0,0,12.891,13.42,39.6
01/06/2023,2:00:00 PM,1.243,1.123,10.5,0,0,12.891,13.4,39.3
01/06/2023,2:15:00 PM,1.236,1.117,10.5,0,0,12.891,13.45,38.7
01/06/2023,2:30:00 PM,1.232,1.113,10.6,0,0,12.891,13.33,38.3
01/06/2023,2:45:00 PM,1.229,1.111,10.7,0,0,12.891,13.31,38.1
01/06/2023,3:00:00 PM,1.225,1.106,10.7,0,0,12.891,13.35,37.6
01/06/2023,3:15:00 PM,1.22,1.101,10.7,0,0,12.891,13.27,37.1
01/06/2023,3:30:00 PM,1.216,1.097,10.8,0,0,12.891,13.24,36.7
01/06/2023,3:45:00 PM,1.209,1.089,10.8,0,0,12.891,13.2,35.9
01/06/2023,4:00:00 PM,1.206,1.085,10.8,0,0,12.891,13.17,35.5
01/06/2023,4:15:00 PM,1.202,1.083,10.9,0,0,12.891,13.21,35.3
01/06/2023,4:30:00 PM,1.197,1.08,10.9,0,0,12.891,13.14,35
01/06/2023,4:45:00 PM,1.195,1.076,10.9,0,0,12.891,13.18,34.6
01/06/2023,5:00:00 PM,1.19,1.072,11,0,0,12.891,13.12,34.2
01/06/2023,5:15:00 PM,1.188,1.069,11,0,0,12.891,13.09,34
01/06/2023,5:30:00 PM,1.183,1.063,11,0,0,12.891,13.07,33.4
01/06/2023,5:45:00 PM,1.176,1.059,11,0,0,12.891,13.12,33
01/06/2023,6:00:00 PM,1.174,1.055,11.1,0,0,12.891,13.13,32.7
01/06/2023,6:15:00 PM,1.172,1.053,11.1,0,0,12.891,13.06,32.5
01/06/2023,6:30:00 PM,1.169,1.05,11.2,0,0,12.891,13.14,32.2
01/06/2023,6:45:00 PM,1.165,1.047,11.2,0,0,12.891,13.06,31.9
01/06/2023,7:00:00 PM,1.16,1.041,11.2,0,0,12.891,13.05,31.4
01/06/2023,7:15:00 PM,1.156,1.038,11.3,0,0,12.891,13.09,31.1
01/06/2023,7:30:00 PM,1.156,1.035,11.3,0,0,12.891,13.04,30.9
01/06/2023,7:45:00 PM,1.151,1.032,11.3,0,0,12.891,13.06,30.6
01/06/2023,8:00:00 PM,1.149,1.028,11.4,0,0,12.891,13.09,30.2
01/06/2023,8:15:00 PM,1.146,1.026,11.4,0,0,12.891,13.01,30.1
01/06/2023,8:30:00 PM,1.142,1.022,11.4,0,0,12.891,13.05,29.7
01/06/2023,8:45:00 PM,1.139,1.018,11.4,0,0,12.891,13.01,29.4
01/06/2023,9:00:00 PM,1.137,1.016,11.4,0,0,12.891,13.02,29.2
01/06/2023,9:15:00 PM,1.135,1.015,11.4,0,0,12.891,13.01,29.1
01/06/2023,9:30:00 PM,1.132,1.009,11.4,0,0,12.891,13.01,28.6
01/06/2023,9:45:00 PM,1.128,1.007,11.4,0,0,12.891,13.05,28.4
01/06/2023,10:00:00 PM,1.126,1.004,11.4,0,0,12.891,12.99,28.2
01/06/2023,10:15:00 PM,1.119,1,11.4,0,0,12.891,12.99,27.9
01/06/2023,10:30:00 PM,1.116,0.997,11.5,0,0,12.891,12.99,27.6
01/06/2023,10:45:00 PM,1.112,0.995,11.4,0,0,12.891,13,27.5
01/06/2023,11:00:00 PM,1.109,0.99,11.4,0,0,12.891,13.05,27
01/06/2023,11:15:00 PM,1.107,0.988,11.4,0,0,12.891,12.99,26.9
01/06/2023,11:30:00 PM,1.105,0.986,11.4,0,0,12.891,12.99,26.7
01/06/2023,11:45:00 PM,1.103,0.984,11.4,0,0,12.891,13.01,26.6
01/07/2023,12:00:00 AM,1.098,0.979,11.4,0,0,12.891,12.98,26.2
01/07/2023,12:15:00 AM,1.096,0.976,11.4,0,0,12.891,12.98,25.9
01/07/2023,12:30:00 AM,1.093,0.975,11.4,0,0,12.891,12.96,25.8
01/07/2023,12:45:00 AM,1.091,0.97,11.4,0,0,12.891,12.98,25.5
01/07/2023,1:00:00 AM,1.089,0.968,11.4,0,0,12.891,12.96,25.3
01/07/2023,1:15:00 AM,1.086,0.966,11.4,0,0,12.891,12.96,25.1
01/07/2023,1:30:00 AM,1.082,0.962,11.4,0,0,12.891,12.98,24.8
01/07/2023,1:45:00 AM,1.082,0.96,11.3,0,0,12.891,12.97,24.7
01/07/2023,2:00:00 AM,1.079,0.959,11.3,0,0,12.891,12.97,24.6
01/07/2023,2:15:00 AM,1.077,0.958,11.3,0,0,12.891,12.96,24.5
01/07/2023,2:30:00 AM,1.075,0.955,11.3,0,0,12.891,12.96,24.3
01/07/2023,2:45:00 AM,1.07,0.951,11.3,0,0,12.891,12.95,24
01/07/2023,3:00:00 AM,1.07,0.95,11.3,0,0,12.891,12.97,23.9
01/07/2023,3:15:00 AM,1.068,0.949,11.3,0,0,12.891,12.98,23.9
01/07/2023,3:30:00 AM,1.066,0.946,11.2,0,0,12.891,12.94,23.6
01/07/2023,3:45:00 AM,1.063,0.945,11.2,0,0,12.891,12.94,23.6
01/07/2023,4:00:00 AM,1.061,0.941,11.2,0,0,12.891,12.93,23.3
01/07/2023,4:15:00 AM,1.059,0.94,11.2,0,0,12.891,13.02,23.2
01/07/2023,4:30:00 AM,1.056,0.936,11.2,0,0,12.891,12.98,22.9
01/07/2023,4:45:00 AM,1.054,0.933,11.2,0,0,12.891,12.94,22.7
01/07/2023,5:00:00 AM,1.052,0.931,11.1,0,0,12.891,12.95,22.5
01/07/2023,5:15:00 AM,1.052,0.929,11.1,0,0,12.891,12.94,22.4
01/07/2023,5:30:00 AM,1.049,0.928,11.1,0,0,12.891,12.93,22.3
01/07/2023,5:45:00 AM,1.047,0.927,11.1,0,0,12.891,12.91,22.3
01/07/2023,6:00:00 AM,1.045,0.923,11.1,0,0,12.891,12.95,22
01/07/2023,6:15:00 AM,1.043,0.924,11,0,0,12.891,12.91,22
01/07/2023,6:30:00 AM,1.04,0.919,11,0,0,12.891,12.93,21.7
01/07/2023,6:45:00 AM,1.038,0.917,11,0,0,12.891,12.9,21.5
01/07/2023,7:00:00 AM,1.036,0.915,10.9,0,0,12.891,12.95,21.4
01/07/2023,7:15:00 AM,1.036,0.914,10.9,0,0,12.891,12.96,21.3
01/07/2023,7:30:00 AM,1.033,0.913,10.9,0,0,12.891,12.92,21.3
01/07/2023,7:45:00 AM,1.033,0.912,10.9,0,0,12.891,12.95,21.2
01/07/2023,8:00:00 AM,1.029,0.908,10.8,0,0,12.891,12.92,20.9
01/07/2023,8:15:00 AM,1.029,0.909,10.8,0,0,12.891,12.94,21
01/07/2023,8:30:00 AM,1.024,0.904,10.8,0,0,12.891,12.98,20.7
01/07/2023,8:45:00 AM,1.024,0.903,10.8,0,0,12.891,12.91,20.6
01/07/2023,9:00:00 AM,1.022,0.9,10.8,0,0,12.891,12.95,20.4
01/07/2023,9:15:00 AM,1.022,0.9,10.8,0,0,12.891,12.99,20.4
01/07/2023,9:30:00 AM,1.019,0.9,10.8,0,0,12.891,12.99,20.4
01/07/2023,9:45:00 AM,1.017,0.896,10.8,0,0,12.891,13.09,20.1
01/07/2023,10:00:00 AM,1.017,0.896,10.8,0,0,12.891,13.24,20.1
01/07/2023,10:15:00 AM,1.015,0.892,10.9,0,0,12.891,13.17,19.9
01/07/2023,10:30:00 AM,1.013,0.891,10.9,0,0,12.891,13.17,19.8
01/07/2023,10:45:00 AM,1.01,0.888,10.9,0,0,12.891,13.12,19.6
01/07/2023,11:00:00 AM,1.008,0.889,10.9,0,0,12.891,13.07,19.7
01/07/2023,11:15:00 AM,1.006,0.886,10.9,0,0,12.891,13.06,19.5
01/07/2023,11:30:00 AM,1.006,0.887,10.9,0,0,12.891,13.05,19.5
01/07/2023,11:45:00 AM,1.003,0.885,10.9,0,0,12.891,13.1,19.4
01/07/2023,12:00:00 PM,1.001,0.881,10.8,0,0,12.891,13.08,19.1
01/07/2023,12:15:00 PM,1.001,0.878,10.8,0,0,12.891,13.05,18.9
01/07/2023,12:30:00 PM,0.999,0.879,10.8,0,0,12.891,13.11,19
01/07/2023,12:45:00 PM,0.996,0.876,10.8,0,0,12.891,13.09,18.8
01/07/2023,1:00:00 PM,0.996,0.875,10.8,0,0,12.891,13.13,18.7
01/07/2023,1:15:00 PM,0.994,0.874,10.8,0,0,12.891,13.01,18.7
01/07/2023,1:30:00 PM,0.992,0.872,10.8,0,0,12.891,13.09,18.6
01/07/2023,1:45:00 PM,0.992,0.869,10.8,0,0,12.891,13.05,18.4
01/07/2023,2:00:00 PM,0.989,0.869,10.8,0,0,12.891,13.07,18.4
01/07/2023,2:15:00 PM,0.987,0.866,10.8,0,0,12.891,13.1,18.2
01/07/2023,2:30:00 PM,0.985,0.867,10.8,0,0,12.891,13.13,18.2
01/07/2023,2:45:00 PM,0.983,0.865,10.8,0,0,12.891,13.12,18.1
01/07/2023,3:00:00 PM,0.983,0.861,10.8,0,0,12.891,13.15,17.9
01/07/2023,3:15:00 PM,0.98,0.86,10.8,0,0,12.891,13.14,17.8
01/07/2023,3:30:00 PM,0.978,0.859,10.8,0,0,12.891,13.1,17.7
01/07/2023,3:45:00 PM,0.978,0.858,10.8,0,0,12.891,13,17.7
01/07/2023,4:00:00 PM,0.976,0.857,10.8,0,0,12.891,13.06,17.6
01/07/2023,4:15:00 PM,0.976,0.851,10.8,0,0,12.891,12.96,17.3
01/07/2023,4:30:00 PM,0.976,0.855,10.7,0,0,12.891,13.03,17.5
01/07/2023,4:45:00 PM,0.973,0.854,10.7,0,0,12.891,12.98,17.4
01/07/2023,5:00:00 PM,0.973,0.854,10.7,0.028,0.028,12.919,13,17.4
01/07/2023,5:15:00 PM,0.971,0.85,10.6,0,0.028,12.919,12.96,17.2
01/07/2023,5:30:00 PM,0.973,0.853,10.6,0.009,0.037,12.928,12.99,17.4
01/07/2023,5:45:00 PM,0.985,0.863,10.6,0.028,0.066,12.957,12.92,18
01/07/2023,6:00:00 PM,0.996,0.877,10.6,0,0.066,12.957,12.91,18.9
01/07/2023,6:15:00 PM,1.01,0.889,10.6,0,0.066,12.957,12.89,19.7
01/07/2023,6:30:00 PM,1.019,0.899,10.6,0,0.066,12.957,12.98,20.3
01/07/2023,6:45:00 PM,1.022,0.901,10.7,0,0.066,12.957,12.89,20.5
01/07/2023,7:00:00 PM,1.013,0.891,10.7,0,0.066,12.957,12.91,19.8
01/07/2023,7:15:00 PM,1.001,0.883,10.7,0,0.066,12.957,12.89,19.3
01/07/2023,7:30:00 PM,0.994,0.873,10.7,0,0.066,12.957,12.87,18.6
01/07/2023,7:45:00 PM,0.992,0.871,10.8,0,0.066,12.957,12.92,18.5
01/07/2023,8:00:00 PM,0.985,0.866,10.8,0,0.066,12.957,12.89,18.2
01/07/2023,8:15:00 PM,0.983,0.861,10.8,0,0.066,12.957,12.9,17.9
01/07/2023,8:30:00 PM,0.98,0.861,10.8,0,0.066,12.957,12.87,17.9
01/07/2023,8:45:00 PM,0.976,0.856,10.8,0,0.066,12.957,12.88,17.6
01/07/2023,9:00:00 PM,0.976,0.856,10.8,0,0.066,12.957,12.87,17.6
01/07/2023,9:15:00 PM,0.978,0.858,10.8,0.009,0.075,12.966,12.9,17.7
01/07/2023,9:30:00 PM,0.976,0.854,10.8,0,0.075,12.966,12.87,17.4
01/07/2023,9:45:00 PM,0.971,0.85,10.8,0,0.075,12.966,12.91,17.2
01/07/2023,10:00:00 PM,0.966,0.844,10.8,0,0.075,12.966,12.87,16.8
01/07/2023,10:15:00 PM,0.964,0.843,10.8,0,0.075,12.966,12.89,16.8
01/07/2023,10:30:00 PM,0.964,0.841,10.7,0,0.075,12.966,12.84,16.7
01/07/2023,10:45:00 PM,0.962,0.842,10.7,0,0.075,12.966,12.85,16.7
01/07/2023,11:00:00 PM,0.964,0.844,10.7,0,0.075,12.966,12.85,16.8
01/07/2023,11:15:00 PM,0.962,0.842,10.8,0,0.075,12.966,12.85,16.7
01/07/2023,11:30:00 PM,0.962,0.838,10.8,0,0.075,12.966,12.85,16.5
01/07/2023,11:45:00 PM,0.959,0.837,10.8,0,0.075,12.966,12.84,16.4
01/08/2023,12:00:00 AM,0.959,0.835,10.8,0,0.075,12.966,12.88,16.3
01/08/2023,12:15:00 AM,0.966,0.844,10.8,0,0,12.966,12.84,16.8
01/08/2023,12:30:00 AM,0.962,0.845,10.8,0.009,0.009,12.976,12.83,16.9
01/08/2023,12:45:00 AM,0.976,0.857,10.8,0.018,0.028,12.995,12.83,17.6
01/08/2023,1:00:00 AM,0.992,0.87,10.8,0.037,0.066,13.032,12.84,18.4
01/08/2023,1:15:00 AM,1.033,0.913,10.8,0,0.066,13.032,12.87,21.3
01/08/2023,1:30:00 AM,1.075,0.956,10.8,0,0.066,13.032,12.83,24.4
01/08/2023,1:45:00 AM,1.096,0.976,10.9,0,0.066,13.032,12.89,25.9
01/08/2023,2:00:00 AM,1.079,0.958,10.9,0,0.066,13.032,12.84,24.5
01/08/2023,2:15:00 AM,1.061,0.938,10.9,0,0.066,13.032,12.82,23
01/08/2023,2:30:00 AM,1.047,0.928,10.9,0,0.066,13.032,12.85,22.3
01/08/2023,2:45:00 AM,1.031,0.911,11,0,0.066,13.032,12.82,21.1
01/08/2023,3:00:00 AM,1.022,0.899,11,0,0.066,13.032,12.83,20.3
01/08/2023,3:15:00 AM,1.019,0.898,11,0,0.066,13.032,12.82,20.2
01/08/2023,3:30:00 AM,1.026,0.907,11,0,0.066,13.032,12.81,20.9
01/08/2023,3:45:00 AM,1.036,0.916,11,0,0.066,13.032,12.8,21.5
01/08/2023,4:00:00 AM,1.043,0.923,10.9,0,0.066,13.032,12.8,22
01/08/2023,4:15:00 AM,1.04,0.922,10.9,0,0.066,13.032,12.84,21.9
01/08/2023,4:30:00 AM,1.036,0.917,10.9,0,0.066,13.032,12.88,21.5
01/08/2023,4:45:00 AM,1.031,0.911,10.9,0,0.066,13.032,12.8,21.1
01/08/2023,5:00:00 AM,1.026,0.907,10.9,0,0.066,13.032,12.81,20.9
01/08/2023,5:15:00 AM,1.024,0.904,10.9,0,0.066,13.032,12.8,20.7
01/08/2023,5:30:00 AM,1.022,0.903,10.8,0,0.066,13.032,12.8,20.6
01/08/2023,5:45:00 AM,1.019,0.901,10.8,0.009,0.075,13.042,12.8,20.5
01/08/2023,6:00:00 AM,1.022,0.903,10.8,0,0.075,13.042,12.79,20.6
01/08/2023,6:15:00 AM,1.026,0.908,10.8,0,0.075,13.042,12.78,20.9
01/08/2023,6:30:00 AM,1.033,0.916,10.8,0,0.075,13.042,12.79,21.5
01/08/2023,6:45:00 AM,1.07,0.952,10.7,0,0.075,13.042,12.79,24.1
01/08/2023,7:00:00 AM,1.172,1.053,10.7,0,0.075,13.042,12.79,32.5
01/08/2023,7:15:00 AM,1.243,1.125,10.7,0,0.075,13.042,12.8,39.5
01/08/2023,7:30:00 AM,1.273,1.156,10.7,0,0.075,13.042,12.79,42.8
01/08/2023,7:45:00 AM,1.278,1.16,10.7,0,0.075,13.042,12.79,43.3
01/08/2023,8:00:00 AM,1.276,1.156,10.7,0,0.075,13.042,12.91,42.8
01/08/2023,8:15:00 AM,1.266,1.146,10.8,0,0.075,13.042,13.13,41.7
01/08/2023,8:30:00 AM,1.255,1.134,10.8,0,0.075,13.042,13.79,40.5
01/08/2023,8:45:00 AM,1.243,1.122,10.8,0,0.075,13.042,13.69,39.2
01/08/2023,9:00:00 AM,1.229,1.11,10.8,0,0.075,13.042,13.67,38
01/08/2023,9:15:00 AM,1.216,1.096,10.8,0,0.075,13.042,13.8,36.6
01/08/2023,9:30:00 AM,1.202,1.082,10.7,0,0.075,13.042,13.79,35.2
01/08/2023,9:45:00 AM,1.188,1.069,10.7,0,0.075,13.042,13.83,34
01/08/2023,10:00:00 AM,1.174,1.053,10.7,0,0.075,13.042,13.81,32.5
01/08/2023,10:15:00 AM,1.158,1.036,10.7,0,0.075,13.042,13.84,30.9
01/08/2023,10:30:00 AM,1.146,1.025,10.8,0,0.075,13.042,13.79,30
01/08/2023,10:45:00 AM,1.132,1.016,10.8,0,0.075,13.042,13.5,29.2
01/08/2023,11:00:00 AM,1.123,1.004,10.9,0,0.075,13.042,13.42,28.2
01/08/2023,11:15:00 AM,1.112,0.994,10.9,0,0.075,13.042,13.83,27.4
01/08/2023,11:30:00 AM,1.105,0.982,10.9,0,0.075,13.042,13.87,26.4
01/08/2023,11:45:00 AM,1.093,0.973,11,0,0.075,13.042,13.59,25.7
01/08/2023,12:00:00 PM,1.086,0.967,11.1,0,0.075,13.042,13.81,25.2
01/08/2023,12:15:00 PM,1.079,0.96,11.2,0,0.075,13.042,13.79,24.7
01/08/2023,12:30:00 PM,1.073,0.954,11.2,0,0.075,13.042,13.6,24.2
01/08/2023,12:45:00 PM,1.066,0.948,11.3,0,0.075,13.042,13.53,23.8
01/08/2023,1:00:00 PM,1.061,0.942,11.4,0,0.075,13.042,13.56,23.3
01/08/2023,1:15:00 PM,1.054,0.936,11.4,0,0.075,13.042,13.57,22.9
01/08/2023,1:30:00 PM,1.047,0.929,11.4,0,0.075,13.042,13.5,22.4
01/08/2023,1:45:00 PM,1.045,0.927,11.4,0,0.075,13.042,13.45,22.3
01/08/2023,2:00:00 PM,1.04,0.92,11.4,0,0.075,13.042,13.44,21.8
01/08/2023,2:15:00 PM,1.036,0.916,11.4,0,0.075,13.042,13.43,21.5
01/08/2023,2:30:00 PM,1.031,0.913,11.4,0,0.075,13.042,13.39,21.3
01/08/2023,2:45:00 PM,1.026,0.909,11.4,0,0.075,13.042,13.32,21
01/08/2023,3:00:00 PM,1.022,0.906,11.4,0,0.075,13.042,13.29,20.8
01/08/2023,3:15:00 PM,1.019,0.899,11.4,0,0.075,13.042,13.22,20.3
01/08/2023,3:30:00 PM,1.015,0.895,11.3,0,0.075,13.042,13.23,20
01/08/2023,3:45:00 PM,1.01,0.891,11.3,0,0.075,13.042,13.24,19.8
01/08/2023,4:00:00 PM,1.006,0.886,11.3,0,0.075,13.042,13.18,19.5
01/08/2023,4:15:00 PM,1.001,0.882,11.3,0,0.075,13.042,13.16,19.2
01/08/2023,4:30:00 PM,0.996,0.878,11.3,0,0.075,13.042,13.2,18.9
